Basal Ganglia,cortex bone disorders,Because of the marked compression of pathways leading from cortex through basal ganglia to thalamus, comparisons of projection topography across experimental subjects may be hazardous.,1990;85:119-46.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
central amygdalar nucleus,Skin endocrine disorder,The central nucleus of the amygdala (CeA) plays a critical role in regulating the behavioral, autonomic and endocrine response to stress.,2010 Dec;32(11):1836-42.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,cortex bone disorders,Moreover, PGRN mRNA and protein expression decreased in the cortex, hippocampus and hypothalamus in an age-dependent manner.,2011 Feb;57(1):113-9.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Purkinje Cells,Peripheral Arterial Diseases,In this study, we used electrophysiological recording and pharmacological methods to investigate the cerebellar PC in response to natural stimulus on ipsilateral whisker pad in urethane-anesthetized mice.,2011 Jan 7;487(2):182-6.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CA1 field,Disease Progression,Thus, the up-regulation of Capzb2 and TrkB may reflect cytoskeletal reorganization and/or regenerative response occurring in hippocampal CA1 neurons at a specific stage of AD progression.,2010 Oct 13;5(10):e13337.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Inferior frontal gyrus,Autistic Disorder,A comprehensive account of imitation deficit in autism should take into account the regions that are at the core of the MNS (e.g., IFG and IPL) and related regions that feed into the MNS (e.g., STS, Cerebellum) in their functioning and in their coordination.,2011 Jan;35(3):894-902.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corpus striatum structure,Neurodegenerative Disorders,Parkinson's disease (PD) is a neurodegenerative disorder characterized by the progressive loss of the dopaminergic neurons in the substantia nigra pars compacta, which projects to the striatum.,2011 Jan;29(1):32-9.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,They are driven by the cerebral accumulation and aggregation of specific proteins (e.g., β-amyloid and hyperphosphorylated tau in the case of AD) in defined brain regions and, as a consequence, death of neurons.,2010 Nov;6(11):948-52.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nucleus Accumbens,Functional disorder,Background:                    Dysregulation of excitatory synaptic input to nucleus accumbens (NAc) medium spiny neurons (MSNs) underlies a key pathophysiology of drug addiction and addiction-associated emotional and motivational alterations.,2011 Feb 1;69(3):228-35.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,In aggregate, these results demonstrate that Aβ accumulation in neuronal cells correlated with neuronal iron homeostasis disruption and probably contributed to the pathogenesis of AD.,2011 Jan 1;50(1):122-9.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corpus striatum structure,cortex bone disorders,Interestingly, convincing data has shown that brain insult invokes neurogenesis in various brain regions, such as the hippocampal cornu ammonis region, striatum, and cortex.,2011 May;68(10):1645-56.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pyramidal Cells,Neurodevelopmental disorder,For several neurodevelopmental disorders, histopathological investigations have identified abnormalities in the architecture of pyramidal neurons at early stages of cerebral cortex development.,2010 Oct 15;4:149.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of central sulcus,cortex bone disorders,Pyramidal layer 5 barrel cortex neurons, including neurons antidromically identified as CS, responded to whisker deflection by depolarizing post-synaptic potentials that could reliably generate action potential discharge.,2011 Jan 15;589(Pt 2):263-81.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pituitary Gland,Pituitary Diseases,Reproduction in all vertebrates is controlled by the brain-pituitary-gonad axis, and in males of the African cichlid fish Astatotilapia burtoni, GnRH1 neurons at the apex of this axis are under social control.,2011 Jan;152(1):281-90.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paracentral sulcus,Chronic Fatigue Syndrome,Glutamate receptor GluRδ2 is exclusively expressed in Purkinje cells (PCs) from early development and plays key roles in parallel fiber (PF) synapse formation, elimination of surplus climbing fibers (CFs), long-term depression, motor coordination, and motor learning.,2010 Nov 10;30(45):15196-209.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Basal Ganglia,cortex bone disorders,DA hypofunction in the developing brain, associated with compensatory upward regulation of the DA receptors causes psychobehavioral disorders in infancy (IA), failure in synaptogenesis in the frontal cortex and functional development of the motor and associate cortexes in late infancy through the basal ganglia (RTT), and failure in functional development of the prefrontal cortex through the basal ganglia (TS).,2010 Nov;62(11):1211-20.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Prefrontal Cortex,Autistic Disorder,DA hypofunction in the developing brain, associated with compensatory upward regulation of the DA receptors causes psychobehavioral disorders in infancy (IA), failure in synaptogenesis in the frontal cortex and functional development of the motor and associate cortexes in late infancy through the basal ganglia (RTT), and failure in functional development of the prefrontal cortex through the basal ganglia (TS).,2010 Nov;62(11):1211-20.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lobe, Frontal,Gilles de la Tourette syndrome,DA hypofunction in the developing brain, associated with compensatory upward regulation of the DA receptors causes psychobehavioral disorders in infancy (IA), failure in synaptogenesis in the frontal cortex and functional development of the motor and associate cortexes in late infancy through the basal ganglia (RTT), and failure in functional development of the prefrontal cortex through the basal ganglia (TS).,2010 Nov;62(11):1211-20.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pars Compacta,Parkinson Disease,Parkinson's disease is a pervasive, ageing-related neurodegenerative disease the cardinal motor symptoms of which reflect the loss of a small group of neurons, the dopaminergic neurons in the substantia nigra pars compacta (SNc).,2010 Dec 2;468(7324):696-700.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,cortex bone disorders,Results:                    Compared with the vehicle treatment, single treatment of CEPO (6 hours) significantly reduced lesion volume and hippocampal cell loss, enhanced angiogenesis and neurogenesis in the injured cortex and hippocampus, and significantly improved sensorimotor functional recovery and spatial learning in rats after TBI.,2011 Feb;114(2):549-59.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Globus Pallidus,Neurodegenerative Disorders,Parkinson's disease is a common neurodegenerative disorder characterized by a profound motor disability that is traceable to the emergence of synchronous, rhythmic spiking in neurons of the external segment of the globus pallidus (GPe).,2011 Jan;14(1):85-92.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brodmann area,Alzheimer's Disease,Methods:                    We used homogenates prepared from gray matter from 2 neocortical regions (Brodmann area [BA] 9 and BA 20) and Western blotting to determine the concentrations of key components of the glutamatergic neurotransmitter system, vesicular glutamate transporter 1 (VGLUT1) and excitatory amino acid transporter EAAT2 (GLT-1), and the ubiquitous synaptic protein, synaptophysin, in 73 individuals-48 patients with cerebrovascular disease with and without dementia, 10 patients with AD, and 15 controls-in a case-control design.,2010 Nov 16;75(20):1803-9.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,Spinal Cord Diseases,Immunofluorescence staining revealed a broad expression of stomatin protein in many areas of adult rat brain and spinal cord, including the ventral horn of spinal cord, causal magnocellular nucleus of hypothalamus, the V layer of the cerebral cortex, solitary nucleus, 10 and 12 nuclei, and so on.,2011 Feb;116(3):374-84.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Motor Cortex,cortex bone disorders,Our results indicate that the observed significant changes in neuronal activity patterns in the motor cortex, although preliminary, suggest that the patterns of functional reorganization (neural plasticity) in motor areas of the cortex correlate and contribute to the functional recovery.,2010;2010:5468-71.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pituitary Gland,Pituitary Diseases,Our phenotypic analysis suggests that Boc is required as a positive regulator of Hh signaling in the spinal cord, hypothalamus, pituitary, somites and upper jaw, but that Boc might negatively regulate Hh signals in the lower jaw.,2011 Jan;138(1):75-85.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Amyloid-β (Aβ) peptides in the brain of patients with Alzheimer's disease (AD) assemble into various aggregation forms that differ in size, structure, and functional properties.,2011;23(2):335-47.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neocortex,Spinal Cord Diseases,Vulnerable structures, such as neocortex, hippocampus, spinal cord, and peripheral nerve are complex and sharply differentiated; deficits can result from insults to one or more element(s) in the system (e.g., myelin, axon, soma, synapse, or glia).,2011 Jan;39(1):46-51.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lateral Parabrachial Nucleus,Spinal Cord Diseases,Major sites of AT(1) receptors are the lamina terminalis, hypothalamic paraventricular nucleus, the lateral parabrachial nucleus, rostral and caudal ventrolateral medulla, nucleus of the solitary tract and the intermediolateral cell column of the thoraco-lumbar spinal cord.,1996 Sep;23 Suppl 3:S99-104.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Interpeduncular nucleus,Syndrome, Bloch-Sulzberger,These results suggest that IP(3)R1 senses ER stress through GRP78 to alter the Ca(2+) signal to promote neuronal cell death implicated in neurodegenerative diseases.,2010 Dec 9;68(5):865-78.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posterior cerebral commissure,Chronic Fatigue Syndrome,This monoinnervation is established by the developmental elimination of surplus CFs through homosynaptic competition among multiply innervating CFs and heterosynaptic competition between CFs and parallel fibers, i.e., granule cell axons innervating distal PC dendrites.,2011 Mar;86(1):10-8.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral white matter structure,Alzheimer's Disease,Regional atrophy of gray matter (GM) in Alzheimer's disease (AD) is well known; however, the relationship between macroscopic and microscopic changes of cerebral white matter (WM) is uncertain.,2011 Mar 15;302(1-2):89-95.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Retinal Diseases,By light microscopy, Gz-alpha was localized to the cytoplasm of neurons, with predominant reactivity in ganglion cells of the retina, Purkinje cells of the cerebellum, and most neurons of the hippocampus and cerebral cortex.,1990 Aug;10(8):2763-70.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nucleus fastigii,Spinal Cord Diseases,The changes of endogenous Fas/FasL in injured spinal cord, mostly in primates, are not well known.,2011 Mar;36(3):419-25.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,cortex bone disorders,Autometallographic silver enhancement showed silver uptake in lysosomes of glia cells and neurons in the ipsilateral cortex and hippocampus alongside a minor uptake on the contralateral side.,2011 Jul;109(1):1-10.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebellum,Retinal Diseases,Correlated with the absence of miR-124, these areas showed numerous apoptotic cells that stained positive for anticleaved caspase 3 and the phosphatidylserine stain PSVue® before the near or complete loss of those brain and sensory areas (forebrain, cerebellum, anterior retina, and ear).,2011 Apr;49(4):326-41.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Behavioral results show that Aβ(12-28P) treated TgSwDI AD mice performed the same as wild-type mice, whereas vehicle treated TgSwDI were impaired in spatial memory.,2011;24(2):269-85.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Interpeduncular nucleus,Syndrome, Bloch-Sulzberger,DHPG also increased pain-related vocalizations and spinal reflexes through a mechanism that required mGluR5, IP(3), and ROS.,2011 Jan 19;31(3):1114-27.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,Functional disorder,Removal of the cholinergic innervation to the hippocampus via selective immunolesions of septohippocampal cholinergic neurons induces dysfunction of the hypothalamic-pituitary-adrenocortical (HPA) axis and decreases glucocorticoid receptor (GR) mRNA.,2012 Mar;22(3):455-65.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Interpeduncular nucleus,Syndrome, Bloch-Sulzberger,These Gq-coupled receptors elevate intracellular calcium via IP(3) signalling, which activates phospholipase A2 and generates arachidonic acid.,2011 Apr;96(4):393-9.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Medulla Oblongata,Spinal Cord Diseases,We previously described, in adult male rats, a bulbospinal pathway originating in a discrete area within the medullary gigantocellularis (GiA/Gi), and lateral paragigantocellularis (LPGi) nuclei, which when electrically microstimulated unilaterally, produces a bilateral inhibition of pudendal motoneuron reflex circuitry after crossing to the contralateral spinal cord below T8.,2011 Apr;28(4):595-605.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Increasing dibucaine to 10 μM inhibits AP firing, gradually putting the slice into a stasis that inhibits AD onset but also renders the slice functionally quiescent.,2011 Apr;105(4):1482-94.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
basolateral nucleus of the amygdala,Hamartoma Syndrome, Multiple,We show here that the inhibitory effect of baclofen (20 μM) and adenosine (300 μM) on field EPSPs are differentially sensitive to Cs(+) (3.5 mM) and Ba(2+) (200 μM), but not 4-aminopyridine (100 μM).,2011 May;31(4):587-96.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Basal Forebrain,cortex bone disorders,NO levels are higher in the cortex and in the basal forebrain (BF) during arousal.,2011 Apr 14;179:159-69.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Liver diseases,Without BPC 157 treatment, at 3h following the last diclofenac challenge, we encountered a complex deleterious circuit of diclofenac toxicity characterized by severe gastric, intestinal and liver lesions, increased bilirubin, aspartate transaminase (AST), alanine transaminase (ALT) serum values, increased liver weight, prolonged sedation/unconsciousness (after any diclofenac challenge) and finally hepatic encephalopathy (brain edema particularly located in the cerebral cortex and cerebellum, more in white than in gray matter, damaged red neurons, particularly in the cerebral cortex and cerebellar nuclei, Purkinje cells and less commonly in the hippocampal neurons).,2011 Mar 14;88(11-12):535-42.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pretectal region,Retinal Diseases,Application of NB to the medial pretectum led to labelling of ganglion cells in the contralateral central retina.,2011 Apr;92(4):274-81.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Functional disorder,The identification of mechanisms that mediate stress-induced hippocampal damage may shed new light into the pathophysiology of depressive disorders and provide new targets for therapeutic intervention.,2011 Jan 27;6(1):e16447.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Our data suggest that p75NTR plays a critical role in regulating Aβ levels by both increasing Aβ production and attenuating its aggregation, and they caution that a therapeutic intervention simply reducing p75NTR may exacerbate AD pathology.,2011 Feb 9;31(6):2292-304.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paratenial Nucleus,cortex bone disorders,Furthermore, in PT-MCAO mice, both corticospinal tract axonal density in the denervated side of the cervical gray matter and red fluorescent protein-labeled pyramidal neurons in the left intact cortex were significantly increased compared with PT-sham MCAO mice (P&lt;0.05).,2011 Mar;42(3):740-4.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of central sulcus,Hamartoma Syndrome, Multiple,SRF-CKCre mutants failed to show this preferential responding for CS+.,2011 Jul 7;220(2):312-8.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bundle, Predorsal,Neurotoxicity Syndromes,The results strongly indicate that MMP3 digestion of α-synuclein in DA neurons plays a pivotal role in the progression of PD through modulation of α-synuclein in aggregation, LB formation, and neurotoxicity.,2011 Apr 22;286(16):14168-77.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Amyloid Precursor Protein (APP) and its proteolytic product amyloid beta (Aβ) are critical in the pathogenesis of Alzheimer's Disease (AD).,2010 Nov;3(6):499-503.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Superior colliculus of corpora quadrigemina,Developmental delay (disorder),There was, however, a developmental delay in the distribution of RGC projections to the superior colliculus.,2011 Apr;46(4):731-41.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hypothalamic structure,Pituitary Diseases,The Notch signaling effector gene Hes1 is present in the developing hypothalamus and pituitary and is required for proper formation of the pituitary, which contains axons of arginine vasopressin (AVP) neurons from the hypothalamic paraventricular nucleus (PVN) and supraoptic nucleus (SON).,2011 May 1;353(1):61-71.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Sensitization (disorder),Sensitization by MET also induced strong decreases of NR1 mRNAs in the cerebral cortex, hippocampus and striatum, but not hypothalamus.,2011 Apr;33(7):1197-204.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of central sulcus,Hamartoma Syndrome, Multiple,As an alternative, we propose that CS activity may have at least as significant an effect on CN firing as do SSs.,2011 Dec;10(4):694-701.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pars Compacta,Motor Neuron Disease,Classically, PD is considered to be a motor system disease and its diagnosis is based on the presence of a set of cardinal motor signs that are consequence of a pronounced death of dopaminergic neurons in the substantia nigra pars compacta (SNc).,2011;17(5):489-507.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral hemisphere structure (body structure),cortex bone disorders,On cerebral perfusion SPECT, DLB is accompanied by diffuse cortical hypoperfusion predominantly at the posterior cortex and may affect the associative and primary visual areas in relation to neuronal loss or dysfunction.,2011 Jun;40(6):581-6.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral hemisphere structure (body structure),Functional disorder,On cerebral perfusion SPECT, DLB is accompanied by diffuse cortical hypoperfusion predominantly at the posterior cortex and may affect the associative and primary visual areas in relation to neuronal loss or dysfunction.,2011 Jun;40(6):581-6.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebellum,Parkinson Disease,Glutamate-mediated degeneration of the cerebellum contributes to motor dysfunction in Parkinson's disease.,2011 Jul;353(1-2):47-57.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Structure of nucleus infundibularis hypothalami,Pituitary Diseases,alpha-melanocyte-stimulating hormone (alpha-MSH) is synthesized in the arcuate nucleus and lateral part of the hypothalamus, and its secretion is under the inhibitory control of the dopaminergic neuron both in the hypothalamus and pituitary.,1991 Aug;31(8):821-5.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,cortex bone disorders,Our data showed a delayed maturation of the cholinergic levels in the cortex and hippocampus, the main targets of the forebrain cholinergic neurons, but not in the striatum and superior colliculus.,1991 Nov 19;63(1-2):281-5.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,Disorder nervous system,To determine if abnormal Tau species are also produced in other neurodegenerative conditions where intraneuronal filamentous Tau aggregates are observed, we have undertaken an immuno-blot study of brain homogenates from patients with progressive supranuclear palsy (PSP), a neurological disorder characterized by the presence of tangles in subcortical and cortical brain areas.,1991;81(6):591-6.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Amyloid-β (Aβ) peptides, derived from the amyloid precursor protein, and the microtubule-associated protein tau are key pathogenic factors in Alzheimer's disease (AD).,2010 Oct 8;330(6001):198.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corpus Callosum,cortex bone disorders,In the last, cognitive decline was observed; MR scan showed atrophy of cortex and corpus callosum and periventricular high signal areas.,1991;13(4-5):251-3.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Midbrain structure,Parkinson Disease,Since several of the identified Parkinson's disease genes are expressed in substantia nigra pars compact of the midbrain, expression within the neurons of this area could be a suitable criterion to limit the number of candidates and identify PD genes.,2010 Aug 17;17(1):66.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Interpeduncular nucleus,Syndrome, Bloch-Sulzberger,Furthermore, ULMWH significantly inhibited the inositol 1,4,5-trisphosphate (IP(3))-induced increase in [Ca(2+)]i both in cellular and subcellular level.,2011 Nov 25;86(5-6):355-9.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,Amnestic disorder,In most cases, memory for recent events is quite normal, but sometimes an amnestic syndrome is closely related with an unusually severe atrophy of the hippocampus.,1991;147(11):693-704.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRAIN HIPPOCAMPUS,Disorder nervous system,Moreover, due to the lack of suitable markers, it has been difficult to examine changes in the major hippocampal pathways in animal lesion models and in neurological disorders.,1990;268:425-32.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,In addition to the occurrence of numerous neurofibrillary tangles and Aβ plaques, neurogenesis and neuronal plasticity are markedly altered in Alzheimer disease (AD).,2010 Nov;120(5):605-21.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Substantia nigra structure,Herpes zoster disease,A medium density of ChAT-positive terminals was observed in all or parts of: the substantia nigra zona compacta (ferret), ventral tegmental area (ferret), superficial grey layer of the superior colliculus, intermediate and deep layers of the superior colliculus, lateral central grey, area medial to the parabigeminal nucleus, inferior colliculus, dorsal tegmental nucleus, ventral tegmental nucleus (ferret), pontine nuclei, ventral nucleus of the lateral lemniscus (ferret), midline pontine reticular formation, ventral cochlear nucleus, dorsal cochlear nucleus, lateral superior olive, spinal trigeminal nuclei, prepositus hypoglossal nucleus, lateral reticular nucleus, paragigantocellular nucleus, and the dorsal column nuclei including the cuneate, external cuneate, and gracile nuclei.,1991 Dec 1;314(1):147-63.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corpus striatum structure,Neurotoxicity Syndromes,The neurotoxic effects of prolonged exposure of rat striatum to quinolinic acid in vivo was evaluated through assays of neurochemical markers for major neuronal populations.,1991 Jan 2;121(1-2):234-8.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hypothalamic structure,Narcolepsy-Cataplexy Syndrome,Narcolepsy with cataplexy is most often associated with human leucocyte antigen-DQB1*0602 and is caused by the loss of hypocretin-producing neurons in the hypothalamus of likely autoimmune aetiology.,2011 Dec;134(Pt 12):3477-89.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Genus Hippocampus,Functional disorder,Indeed, removal of cholinergic innervation to the hippocampus via selective immunolesions of septohippocampal cholinergic neurons induces dysfunction of the hypothalamic-pituitary-adrenocortical (HPA) axis and decreases glucocorticoid receptor expression (GR).,2011 Sep 29;192:485-93.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,cortex bone disorders,The combinations of inputs from the prefrontal and cingulum cortex as well as from prefrontal and periamigdaloideus cortex are the most frequent types of convergence of different cortical stimuli to the preoptic neurons.,1991;23(6):709-19.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entire medulla oblongata,Functional disorder,A suitable neural substrate for mechanistic delineation on brain stem death resides in the rostral ventrolateral medulla (RVLM) because it is the origin of a life-and-death signal that sequentially increases (pro-life) and decreases (pro-death) to reflect the advancing central cardiovascular regulatory dysfunction during the progression towards brain stem death in critically ill patients.,2010 Sep 7;17(1):72.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anterodorsal nucleus of thalamus,Alzheimer's Disease,Correlation analyses were performed between alteration of power spectral density ratio of the HFB component and AD duration, interictal discharge frequency, and behavioral stage during kindling progression.,2011 Jun;95(1-2):144-51.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,Down Syndrome,Also, gross and microscopic neuropathological studies in the same age group were performed, with special attention to brain weight (BW), shape, myelin formation, cortical organization of 101 DS and 80 non-DS individuals; ultrastructural studies were also performed on selective cases (five DS and five non-DS).,1990;7:274-81.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dorsal Nucleus Raphe,Depressive disorder,Neuroinflammation results in dysregulation of serotonergic neurons in the dorsal raphe nucleus (doR) and is considered to play an important role in the pathophysiology of depression.,2011 Jun 16;184:128-38.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Prosencephalon,Mood Disorders,The median (MR) and dorsal raphe (DR) nuclei contain the majority of the 5-hydroxytryptamine (5-HT, serotonin) neurons that project to limbic forebrain regions, are important in regulating homeostatic functions and are implicated in the etiology and treatment of mood disorders and schizophrenia.,2011 Sep;61(3):524-43.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CA1 field,Functional disorder,Our conclusion is that revealed post-ischemic changes in mitochondrial distribution in presynaptic CA1 and CA3 terminals could be an indicator of hippocampal metabolic dysfunction and synaptic plasticity.,2011 Jun;294(6):1057-65.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entire subthalamic nucleus,Parkinson Disease,Subthalamic nucleus neurons had a significantly lower firing rate in early versus advanced Parkinson's disease (28.7 vs 36.3 Hz; P&lt;.01).,2011 Aug 1;26(9):1657-62.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cerebral cortex,Neurotoxicity Syndromes,We grew cultures of rat cortical cells on microelectrode arrays to investigate the effects of glutamate-mediated neurotoxicity as a model of traumatic brain injury.,2011 Aug;39(8):2252-62.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
