"brainregion","disease","count"
"Structure of subthalamic nucleus","Neurodevelopmental disorder","11968"
"Structure of subthalamic nucleus","Psychotic Disorders","11969"
"Structure of subthalamic nucleus","Vasodilation disorder","11970"
"Structure of subthalamic nucleus","Motor Neuron Disease","11971"
"Structure of subthalamic nucleus","Attention deficit hyperactivity disorder","11972"
"Structure of subthalamic nucleus","CNS disorder","11973"
"Structure of subthalamic nucleus","Iodine deficiency syndrome","11974"
"Structure of subthalamic nucleus","Colonic Diseases","11975"
"Structure of subthalamic nucleus","Niemann-Pick Disease, Type C","11976"
"Structure of subthalamic nucleus","Inflammatory disorder","11977"
"Structure of subthalamic nucleus","Norrie disease","11978"
"Structure of subthalamic nucleus","Toxic liver disease","11979"
"Structure of subthalamic nucleus","Mirror movements (disorder)","11980"
"Structure of subthalamic nucleus","Down Syndrome","11981"
"Structure of subthalamic nucleus","Sleep Disorders","11982"
"Structure of subthalamic nucleus","Idiopathic Hypereosinophilic Syndrome","11983"
"Structure of subthalamic nucleus","Restless Legs Syndrome","11984"
"Structure of subthalamic nucleus","Lung diseases","11985"
"Structure of subthalamic nucleus","Congenital heart disease","11986"
"Structure of subthalamic nucleus","Stiff-Person Syndrome","11987"
"Structure of subthalamic nucleus","Ovarian Diseases","11988"
"Structure of subthalamic nucleus","Disorder of pineal gland","11989"
"Structure of subthalamic nucleus","Mixed anxiety and depressive disorder","11990"
"Structure of subthalamic nucleus","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","11991"
"Structure of subthalamic nucleus","Hodgkin Disease","11992"
"Structure of subthalamic nucleus","Intervertebral disc disorder","11993"
"Structure of subthalamic nucleus","Fetal Alcohol Syndrome","11994"
"Structure of subthalamic nucleus","Deglutition Disorders","11995"
"Structure of subthalamic nucleus","Irritable Bowel Syndrome","11996"
"Structure of subthalamic nucleus","Guillain-Barre Syndrome","11997"
"Structure of subthalamic nucleus","Skin endocrine disorder","11998"
"Structure of subthalamic nucleus","Sudden infant death syndrome","11999"
"Structure of subthalamic nucleus","Substance Withdrawal Syndrome","12000"
"Structure of subthalamic nucleus","Cerebrovascular Disorders","12001"
"Structure of subthalamic nucleus","Dystonia Disorders","12002"
"Structure of subthalamic nucleus","Burnett Schwartz Berberian syndrome","12003"
"Structure of subthalamic nucleus","Diseases of inner ear","12004"
"Structure of subthalamic nucleus","Delirium, Dementia, Amnestic, Cognitive Disorders","12005"
"Structure of subthalamic nucleus","Angelman Syndrome","12006"
"Structure of subthalamic nucleus","Lafora Disease","12007"
"Structure of subthalamic nucleus","Arterial Tortuosity Syndrome","12008"
"Structure of subthalamic nucleus","Wolfram Syndrome","12009"
"Structure of subthalamic nucleus","Feline urological syndrome","12010"
"Visual Cortex","Mild cognitive disorder","12011"
"Visual Cortex","Pervasive Development Disorder","12012"
"Visual Cortex","Shy-Drager Syndrome","12013"
"Visual Cortex","Obsessive-Compulsive Disorder","12014"
"Visual Cortex","Esophageal Diseases","12015"
"Visual Cortex","Psychotic Disorders","12016"
"Visual Cortex","Iodine deficiency syndrome","12017"
"Visual Cortex","Inflammatory disorder","12018"
"Visual Cortex","Toxic liver disease","12019"
"Visual Cortex","Mirror movements (disorder)","12020"
"Visual Cortex","Sleep Disorders","12021"
"Visual Cortex","Idiopathic Hypereosinophilic Syndrome","12022"
"Visual Cortex","Restless Legs Syndrome","12023"
"Visual Cortex","Lung diseases","12024"
"Visual Cortex","Meningeal disorder","12025"
"Visual Cortex","Congenital heart disease","12026"
"Visual Cortex","Stiff-Person Syndrome","12027"
"Visual Cortex","Ovarian Diseases","12028"
"Visual Cortex","Mixed anxiety and depressive disorder","12029"
"Visual Cortex","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","12030"
"Visual Cortex","Hodgkin Disease","12031"
"Visual Cortex","Intervertebral disc disorder","12032"
"Visual Cortex","Deglutition Disorders","12033"
"Visual Cortex","Irritable Bowel Syndrome","12034"
"Visual Cortex","Guillain-Barre Syndrome","12035"
"Visual Cortex","Sudden infant death syndrome","12036"
"Visual Cortex","Substance Withdrawal Syndrome","12037"
"Visual Cortex","Cerebrovascular Disorders","12038"
"Visual Cortex","Dystonia Disorders","12039"
"Visual Cortex","Burnett Schwartz Berberian syndrome","12040"
"Visual Cortex","Delirium, Dementia, Amnestic, Cognitive Disorders","12041"
"Visual Cortex","Angelman Syndrome","12042"
"Visual Cortex","Herpes zoster disease","12043"
"Visual Cortex","Lafora Disease","12044"
"Visual Cortex","Arterial Tortuosity Syndrome","12045"
"Visual Cortex","Wolfram Syndrome","12046"
"Visual Cortex","Feline urological syndrome","12047"
"Structure of nucleus infundibularis hypothalami","Disorder nervous system","12048"
"Structure of nucleus infundibularis hypothalami","Autistic Disorder","12049"
"Structure of nucleus infundibularis hypothalami","Parkinsonian Disorders","12050"
"Structure of nucleus infundibularis hypothalami","Stress Disorders, Traumatic","12051"
"Structure of nucleus infundibularis hypothalami","Autism Spectrum Disorders","12052"
"Structure of nucleus infundibularis hypothalami","Bipolar Disorder","12053"
"Structure of nucleus infundibularis hypothalami","Major Depressive Disorder","12054"
"Structure of nucleus infundibularis hypothalami","Melkersson-Rosenthal Syndrome","12055"
"Structure of nucleus infundibularis hypothalami","Cognition Disorders","12056"
"Structure of nucleus infundibularis hypothalami","Obsessive-Compulsive Disorder","12057"
"Structure of nucleus infundibularis hypothalami","Rett Syndrome","12058"
"Structure of nucleus infundibularis hypothalami","Van der Woude syndrome","12059"
"Structure of nucleus infundibularis hypothalami","Mood Disorders","12060"
"Structure of nucleus infundibularis hypothalami","Neurodevelopmental disorder","12061"
"Structure of nucleus infundibularis hypothalami","Psychotic Disorders","12062"
"Structure of nucleus infundibularis hypothalami","Attention deficit hyperactivity disorder","12063"
"Structure of nucleus infundibularis hypothalami","CNS disorder","12064"
"Structure of nucleus infundibularis hypothalami","Iodine deficiency syndrome","12065"
"Structure of nucleus infundibularis hypothalami","Colonic Diseases","12066"
"Structure of nucleus infundibularis hypothalami","Inflammatory disorder","12067"
"Structure of nucleus infundibularis hypothalami","Toxic liver disease","12068"
"Structure of nucleus infundibularis hypothalami","Mirror movements (disorder)","12069"
"Structure of nucleus infundibularis hypothalami","Sleep Disorders","12070"
"Structure of nucleus infundibularis hypothalami","Restless Legs Syndrome","12071"
"Structure of nucleus infundibularis hypothalami","Congenital heart disease","12072"
"Structure of nucleus infundibularis hypothalami","Stiff-Person Syndrome","12073"
"Structure of nucleus infundibularis hypothalami","Mixed anxiety and depressive disorder","12074"
"Structure of nucleus infundibularis hypothalami","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","12075"
"Structure of nucleus infundibularis hypothalami","Hodgkin Disease","12076"
"Structure of nucleus infundibularis hypothalami","Intervertebral disc disorder","12077"
"Structure of nucleus infundibularis hypothalami","Deglutition Disorders","12078"
"Structure of nucleus infundibularis hypothalami","Irritable Bowel Syndrome","12079"
"Structure of nucleus infundibularis hypothalami","Guillain-Barre Syndrome","12080"
"Structure of nucleus infundibularis hypothalami","Skin endocrine disorder","12081"
"Structure of nucleus infundibularis hypothalami","Sudden infant death syndrome","12082"
"Structure of nucleus infundibularis hypothalami","Substance Withdrawal Syndrome","12083"
"Structure of nucleus infundibularis hypothalami","Cerebrovascular Disorders","12084"
"Structure of nucleus infundibularis hypothalami","Burnett Schwartz Berberian syndrome","12085"
"Structure of nucleus infundibularis hypothalami","Diseases of inner ear","12086"
"Structure of nucleus infundibularis hypothalami","Delirium, Dementia, Amnestic, Cognitive Disorders","12087"
"Structure of nucleus infundibularis hypothalami","Syndrome, Bloch-Sulzberger","12088"
"Structure of nucleus infundibularis hypothalami","Angelman Syndrome","12089"
"Structure of nucleus infundibularis hypothalami","Herpes zoster disease","12090"
"Structure of nucleus infundibularis hypothalami","Lafora Disease","12091"
"Structure of nucleus infundibularis hypothalami","Arterial Tortuosity Syndrome","12092"
"Structure of nucleus infundibularis hypothalami","Wolfram Syndrome","12093"
"Structure of nucleus infundibularis hypothalami","Feline urological syndrome","12094"
"Hypothalamic Area, Lateral","Mild cognitive disorder","12095"
"Hypothalamic Area, Lateral","Stress Disorders, Traumatic","12096"
"Hypothalamic Area, Lateral","Autism Spectrum Disorders","12097"
"Hypothalamic Area, Lateral","Shy-Drager Syndrome","12098"
"Hypothalamic Area, Lateral","Post-Traumatic Stress Disorder","12099"
"Hypothalamic Area, Lateral","Major Depressive Disorder","12100"
"Hypothalamic Area, Lateral","Cognition Disorders","12101"
"Hypothalamic Area, Lateral","Obsessive-Compulsive Disorder","12102"
"Hypothalamic Area, Lateral","Ataxia as late effect of cerebrovascular disease","12103"
"Hypothalamic Area, Lateral","Lewy Body Disease","12104"
"Hypothalamic Area, Lateral","Esophageal Diseases","12105"
"Hypothalamic Area, Lateral","Neurodevelopmental disorder","12106"
"Hypothalamic Area, Lateral","Psychotic Disorders","12107"
"Hypothalamic Area, Lateral","Motor Neuron Disease","12108"
"Hypothalamic Area, Lateral","Attention deficit hyperactivity disorder","12109"
"Hypothalamic Area, Lateral","Iodine deficiency syndrome","12110"
"Hypothalamic Area, Lateral","Colonic Diseases","12111"
"Hypothalamic Area, Lateral","Niemann-Pick Disease, Type C","12112"
"Hypothalamic Area, Lateral","Inflammatory disorder","12113"
"Hypothalamic Area, Lateral","Norrie disease","12114"
"Hypothalamic Area, Lateral","Toxic liver disease","12115"
"Hypothalamic Area, Lateral","Mirror movements (disorder)","12116"
"Hypothalamic Area, Lateral","Sleep Disorders","12117"
"Hypothalamic Area, Lateral","Idiopathic Hypereosinophilic Syndrome","12118"
"Hypothalamic Area, Lateral","Restless Legs Syndrome","12119"
"Hypothalamic Area, Lateral","Congenital heart disease","12120"
"Hypothalamic Area, Lateral","Stiff-Person Syndrome","12121"
"Hypothalamic Area, Lateral","Mixed anxiety and depressive disorder","12122"
"Hypothalamic Area, Lateral","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","12123"
"Hypothalamic Area, Lateral","Hodgkin Disease","12124"
"Hypothalamic Area, Lateral","Intervertebral disc disorder","12125"
"Hypothalamic Area, Lateral","Fetal Alcohol Syndrome","12126"
"Hypothalamic Area, Lateral","Deglutition Disorders","12127"
"Hypothalamic Area, Lateral","Irritable Bowel Syndrome","12128"
"Hypothalamic Area, Lateral","Guillain-Barre Syndrome","12129"
"Hypothalamic Area, Lateral","Sudden infant death syndrome","12130"
"Hypothalamic Area, Lateral","Substance Withdrawal Syndrome","12131"
"Hypothalamic Area, Lateral","Cerebrovascular Disorders","12132"
"Hypothalamic Area, Lateral","Burnett Schwartz Berberian syndrome","12133"
"Hypothalamic Area, Lateral","Delirium, Dementia, Amnestic, Cognitive Disorders","12134"
"Hypothalamic Area, Lateral","Angelman Syndrome","12135"
"Hypothalamic Area, Lateral","Lafora Disease","12136"
"Hypothalamic Area, Lateral","Arterial Tortuosity Syndrome","12137"
"Hypothalamic Area, Lateral","Wolfram Syndrome","12138"
"Hypothalamic Area, Lateral","Feline urological syndrome","12139"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Mild cognitive disorder","12140"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Pervasive Development Disorder","12141"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Migraine Disorders","12142"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Pituitary Diseases","12143"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Shy-Drager Syndrome","12144"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Obsessive-Compulsive Disorder","12145"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Ataxia as late effect of cerebrovascular disease","12146"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Lewy Body Disease","12147"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Esophageal Diseases","12148"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Hamartoma Syndrome, Multiple","12149"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Psychotic Disorders","12150"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","CNS disorder","12151"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Iodine deficiency syndrome","12152"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Inflammatory disorder","12153"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Norrie disease","12154"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Toxic liver disease","12155"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Mirror movements (disorder)","12156"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Sleep Disorders","12157"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Idiopathic Hypereosinophilic Syndrome","12158"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Restless Legs Syndrome","12159"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Lung diseases","12160"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Meningeal disorder","12161"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Congenital heart disease","12162"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Stiff-Person Syndrome","12163"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Ovarian Diseases","12164"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Mixed anxiety and depressive disorder","12165"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","12166"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Hodgkin Disease","12167"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Intervertebral disc disorder","12168"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Fetal Alcohol Syndrome","12169"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Deglutition Disorders","12170"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Irritable Bowel Syndrome","12171"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Guillain-Barre Syndrome","12172"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Sudden infant death syndrome","12173"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Substance Withdrawal Syndrome","12174"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Cerebrovascular Disorders","12175"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Dystonia Disorders","12176"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Burnett Schwartz Berberian syndrome","12177"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Delirium, Dementia, Amnestic, Cognitive Disorders","12178"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Angelman Syndrome","12179"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Herpes zoster disease","12180"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Lafora Disease","12181"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Arterial Tortuosity Syndrome","12182"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Wolfram Syndrome","12183"
"Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","Feline urological syndrome","12184"
"CA2 field","Obsessive-Compulsive Disorder","12185"
"CA2 field","Ataxia as late effect of cerebrovascular disease","12186"
"CA2 field","Lewy Body Disease","12187"
"CA2 field","Psychotic Disorders","12188"
"CA2 field","Iodine deficiency syndrome","12189"
"CA2 field","Inflammatory disorder","12190"
"CA2 field","Toxic liver disease","12191"
"CA2 field","Mirror movements (disorder)","12192"
"CA2 field","Sleep Disorders","12193"
"CA2 field","Idiopathic Hypereosinophilic Syndrome","12194"
"CA2 field","Restless Legs Syndrome","12195"
"CA2 field","Congenital heart disease","12196"
"CA2 field","Stiff-Person Syndrome","12197"
"CA2 field","Mixed anxiety and depressive disorder","12198"
"CA2 field","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","12199"
"CA2 field","Hodgkin Disease","12200"
"CA2 field","Intervertebral disc disorder","12201"
"CA2 field","Fetal Alcohol Syndrome","12202"
"CA2 field","Deglutition Disorders","12203"
"CA2 field","Irritable Bowel Syndrome","12204"
"CA2 field","Guillain-Barre Syndrome","12205"
"CA2 field","Sudden infant death syndrome","12206"
"CA2 field","Substance Withdrawal Syndrome","12207"
"CA2 field","Cerebrovascular Disorders","12208"
"CA2 field","Burnett Schwartz Berberian syndrome","12209"
"CA2 field","Delirium, Dementia, Amnestic, Cognitive Disorders","12210"
"CA2 field","Angelman Syndrome","12211"
"CA2 field","Lafora Disease","12212"
"CA2 field","Arterial Tortuosity Syndrome","12213"
"CA2 field","Wolfram Syndrome","12214"
"Insula of Reil","Parkinson Disease","12215"
"Insula of Reil","Neurotoxicity Syndromes","12216"
"Insula of Reil","Disease Progression","12217"
"Insula of Reil","Neurodegenerative Disorders","12218"
"Insula of Reil","Syndrome","12219"
"Insula of Reil","Disorder nervous system","12220"
"Insula of Reil","Pervasive Development Disorder","12221"
"Insula of Reil","Migraine Disorders","12222"
"Insula of Reil","Huntington Disease","12223"
"Insula of Reil","Brain Diseases","12224"
"Insula of Reil","Disorders, Mental","12225"
"Insula of Reil","Liver diseases","12226"
"Insula of Reil","Autistic Disorder","12227"
"Insula of Reil","Parkinsonian Disorders","12228"
"Insula of Reil","Stress Disorders, Traumatic","12229"
"Insula of Reil","Autism Spectrum Disorders","12230"
"Insula of Reil","Bipolar Disorder","12231"
"Insula of Reil","Hypertensive disease","12232"
"Insula of Reil","Sensitization (disorder)","12233"
"Insula of Reil","Shy-Drager Syndrome","12234"
"Insula of Reil","Post-Traumatic Stress Disorder","12235"
"Insula of Reil","Major Depressive Disorder","12236"
"Insula of Reil","neuropathology disease","12237"
"Insula of Reil","Cognition Disorders","12238"
"Insula of Reil","Obsessive-Compulsive Disorder","12239"
"Insula of Reil","Rett Syndrome","12240"
"Insula of Reil","Esophageal Diseases","12241"
"Insula of Reil","Van der Woude syndrome","12242"
"Insula of Reil","Mood Disorders","12243"
"Insula of Reil","Neurodevelopmental disorder","12244"
"Insula of Reil","Hamartoma Syndrome, Multiple","12245"
"Insula of Reil","Psychotic Disorders","12246"
"Insula of Reil","Vasodilation disorder","12247"
"Insula of Reil","Motor Neuron Disease","12248"
"Insula of Reil","Attention deficit hyperactivity disorder","12249"
"Insula of Reil","CNS disorder","12250"
"Insula of Reil","Iodine deficiency syndrome","12251"
"Insula of Reil","Colonic Diseases","12252"
"Insula of Reil","Niemann-Pick Disease, Type C","12253"
"Insula of Reil","Inflammatory disorder","12254"
"Insula of Reil","Toxic liver disease","12255"
"Insula of Reil","Mirror movements (disorder)","12256"
"Insula of Reil","Down Syndrome","12257"
"Insula of Reil","Sleep Disorders","12258"
"Insula of Reil","Idiopathic Hypereosinophilic Syndrome","12259"
"Insula of Reil","Restless Legs Syndrome","12260"
"Insula of Reil","Lung diseases","12261"
"Insula of Reil","Meningeal disorder","12262"
"Insula of Reil","Congenital heart disease","12263"
"Insula of Reil","Stiff-Person Syndrome","12264"
"Insula of Reil","Ovarian Diseases","12265"
"Insula of Reil","Disorder of pineal gland","12266"
"Insula of Reil","Mixed anxiety and depressive disorder","12267"
"Insula of Reil","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","12268"
"Insula of Reil","Hodgkin Disease","12269"
"Insula of Reil","Intervertebral disc disorder","12270"
"Insula of Reil","Deglutition Disorders","12271"
"Insula of Reil","Irritable Bowel Syndrome","12272"
"Insula of Reil","Guillain-Barre Syndrome","12273"
"Insula of Reil","Skin endocrine disorder","12274"
"Insula of Reil","Sudden infant death syndrome","12275"
"Insula of Reil","Substance Withdrawal Syndrome","12276"
"Insula of Reil","Cerebrovascular Disorders","12277"
"Insula of Reil","Dystonia Disorders","12278"
"Insula of Reil","Burnett Schwartz Berberian syndrome","12279"
"Insula of Reil","Diseases of inner ear","12280"
"Insula of Reil","Delirium, Dementia, Amnestic, Cognitive Disorders","12281"
"Insula of Reil","Syndrome, Bloch-Sulzberger","12282"
"Insula of Reil","Angelman Syndrome","12283"
"Insula of Reil","Herpes zoster disease","12284"
"Insula of Reil","Lafora Disease","12285"
"Insula of Reil","Arterial Tortuosity Syndrome","12286"
"Insula of Reil","Wolfram Syndrome","12287"
"Insula of Reil","Feline urological syndrome","12288"
"Dentate nucleus","Parkinson Disease","12289"
"Dentate nucleus","Alzheimer's Disease","12290"
"Dentate nucleus","Neurotoxicity Syndromes","12291"
"Dentate nucleus","Functional disorder","12292"
"Dentate nucleus","Depressive disorder","12293"
"Dentate nucleus","Disease Progression","12294"
"Dentate nucleus","cortex bone disorders","12295"
"Dentate nucleus","Spinal Cord Diseases","12296"
"Dentate nucleus","Neurodegenerative Disorders","12297"
"Dentate nucleus","Syndrome","12298"
"Dentate nucleus","Retinal Diseases","12299"
"Dentate nucleus","Mild cognitive disorder","12300"
"Dentate nucleus","Disorder nervous system","12301"
"Dentate nucleus","Pervasive Development Disorder","12302"
"Dentate nucleus","Migraine Disorders","12303"
"Dentate nucleus","Huntington Disease","12304"
"Dentate nucleus","Brain Diseases","12305"
"Dentate nucleus","Disorders, Mental","12306"
"Dentate nucleus","DISORDERS OF THE OPTIC NERVE","12307"
"Dentate nucleus","Liver diseases","12308"
"Dentate nucleus","Autistic Disorder","12309"
"Dentate nucleus","Parkinsonian Disorders","12310"
"Dentate nucleus","Stress Disorders, Traumatic","12311"
"Dentate nucleus","Autism Spectrum Disorders","12312"
"Dentate nucleus","Pituitary Diseases","12313"
"Dentate nucleus","Bipolar Disorder","12314"
"Dentate nucleus","Hypertensive disease","12315"
"Dentate nucleus","Sensitization (disorder)","12316"
"Dentate nucleus","Shy-Drager Syndrome","12317"
"Dentate nucleus","Post-Traumatic Stress Disorder","12318"
"Dentate nucleus","Major Depressive Disorder","12319"
"Dentate nucleus","Melkersson-Rosenthal Syndrome","12320"
"Dentate nucleus","neuropathology disease","12321"
"Dentate nucleus","Cognition Disorders","12322"
"Dentate nucleus","Obsessive-Compulsive Disorder","12323"
"Dentate nucleus","Rett Syndrome","12324"
"Dentate nucleus","Ataxia as late effect of cerebrovascular disease","12325"
"Dentate nucleus","Lewy Body Disease","12326"
"Dentate nucleus","Esophageal Diseases","12327"
"Dentate nucleus","Van der Woude syndrome","12328"
"Dentate nucleus","Mood Disorders","12329"
"Dentate nucleus","Neurodevelopmental disorder","12330"
"Dentate nucleus","Hamartoma Syndrome, Multiple","12331"
"Dentate nucleus","Psychotic Disorders","12332"
"Dentate nucleus","Vasodilation disorder","12333"
"Dentate nucleus","Motor Neuron Disease","12334"
"Dentate nucleus","Attention deficit hyperactivity disorder","12335"
"Dentate nucleus","CNS disorder","12336"
"Dentate nucleus","Iodine deficiency syndrome","12337"
"Dentate nucleus","Colonic Diseases","12338"
"Dentate nucleus","Niemann-Pick Disease, Type C","12339"
"Dentate nucleus","Inflammatory disorder","12340"
"Dentate nucleus","Norrie disease","12341"
"Dentate nucleus","Toxic liver disease","12342"
"Dentate nucleus","Mirror movements (disorder)","12343"
"Dentate nucleus","Down Syndrome","12344"
"Dentate nucleus","Sleep Disorders","12345"
"Dentate nucleus","Idiopathic Hypereosinophilic Syndrome","12346"
"Dentate nucleus","Restless Legs Syndrome","12347"
"Dentate nucleus","Lung diseases","12348"
"Dentate nucleus","Meningeal disorder","12349"
"Dentate nucleus","Congenital heart disease","12350"
"Dentate nucleus","Stiff-Person Syndrome","12351"
"Dentate nucleus","Ovarian Diseases","12352"
"Dentate nucleus","Disorder of pineal gland","12353"
"Dentate nucleus","Mixed anxiety and depressive disorder","12354"
"Dentate nucleus","Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues","12355"
"Dentate nucleus","Hodgkin Disease","12356"
"Dentate nucleus","Intervertebral disc disorder","12357"
"Dentate nucleus","Fetal Alcohol Syndrome","12358"
"Dentate nucleus","Deglutition Disorders","12359"
"Dentate nucleus","Irritable Bowel Syndrome","12360"
"Dentate nucleus","Guillain-Barre Syndrome","12361"
"Dentate nucleus","Skin endocrine disorder","12362"
"Dentate nucleus","Sudden infant death syndrome","12363"
"Dentate nucleus","Substance Withdrawal Syndrome","12364"
"Dentate nucleus","Cerebrovascular Disorders","12365"
"Dentate nucleus","Dystonia Disorders","12366"
"Dentate nucleus","Burnett Schwartz Berberian syndrome","12367"
"Dentate nucleus","Diseases of inner ear","12368"
"Dentate nucleus","Delirium, Dementia, Amnestic, Cognitive Disorders","12369"
"Dentate nucleus","Syndrome, Bloch-Sulzberger","12370"
"Dentate nucleus","Angelman Syndrome","12371"
"Dentate nucleus","Herpes zoster disease","12372"
"Dentate nucleus","Lafora Disease","12373"
"Dentate nucleus","Arterial Tortuosity Syndrome","12374"
"Dentate nucleus","Wolfram Syndrome","12375"
"Dentate nucleus","Feline urological syndrome","12376"
"Basal Forebrain","Pervasive Development Disorder","12377"
"Basal Forebrain","Migraine Disorders","12378"
"Basal Forebrain","Pituitary Diseases","12379"
"Basal Forebrain","Shy-Drager Syndrome","12380"
"Basal Forebrain","Obsessive-Compulsive Disorder","12381"
"Basal Forebrain","Ataxia as late effect of cerebrovascular disease","12382"
"Basal Forebrain","Lewy Body Disease","12383"
"Basal Forebrain","Esophageal Diseases","12384"
"Basal Forebrain","Psychotic Disorders","12385"
"Basal Forebrain","CNS disorder","12386"
"Basal Forebrain","Iodine deficiency syndrome","12387"
"Basal Forebrain","Inflammatory disorder","12388"
"Basal Forebrain","Norrie disease","12389"
"Basal Forebrain","Toxic liver disease","12390"
"Basal Forebrain","Mirror movements (disorder)","12391"
"Basal Forebrain","Sleep Disorders","12392"
"Basal Forebrain","Idiopathic Hypereosinophilic Syndrome","12393"
