concept,disease,appearTimes,conceptClass
Brain Stem,Seasonal Affective Disorder,1,Region
Olivary Nucleus,Hypertrophic disorder of skin, unspecified,1,Region
Median preoptic nucleus,Functional disorder,1,Region
Left hippocampus,Pervasive Development Disorder,1,Region
Central gray substance of midbrain,Skin endocrine disorder,1,Region
Tuberomammillary Nucleus,Retinal Diseases,1,Region
Pituitary Gland, Posterior,Uterine Diseases,1,Region
Prosencephalon,Behavioral syndrome associated with physiological disturbance and physical factors,1,Region
Structure of paraventricular nucleus of thalamus,DiGeorge Syndrome,1,Region
Neostriatum,Li-Fraumeni Syndrome,1,Region
Structure of hippocampal fissure,Deglutition Disorders,1,Region
Brain White Matter,Major Depressive Disorder,1,Region
Prosencephalon,Lens Diseases,1,Region
Structure of preoptic periventricular nucleus,Neurotoxicity Syndromes,1,Region
Cerebellar hemisphere structure,Ataxia as late effect of cerebrovascular disease,1,Region
intercalated amygdalar nuclei,Congenital Disorders of Glycosylation,1,Region
Structure of median forebrain bundle,Dyskinetic syndrome,1,Region
Basal Nucleus of Meynert,Thyroid Diseases,1,Region
Lateral lemniscus,Lung Diseases, Interstitial,1,Region
Parietal Lobe,neuropathology disease,1,Region
Parahippocampal Gyrus,Shy-Drager Syndrome,1,Region
Visual Cortex,Huntington Disease,1,Region
CA2 field,Disorder of pineal gland,1,Region
Pars Compacta,Huntington Disease,1,Region
Midbrain structure,Bipolar Disorder,1,Region
Stria medullaris,Bone Diseases,1,Region
Olfactory gyrus,neuropathology disease,1,Region
Substantia nigra structure,Meningeal disorder,1,Region
Internal genu of facial nerve,Speech and language disorder,1,Region
Pituitary Gland,Empty Sella Syndrome,1,Region
Ventral Tegmental Area,Obsessive-Compulsive Disorder,1,Region
Planum polare (PP),Disorders, Mental,1,Region
Right supramarginal gyrus,cortex bone disorders,1,Region
Genus Hippocampus,Attention Deficit Disorder,1,Region
Pyramidal Tracts,Alzheimer's Disease,1,Region
Lobe, Frontal,Meningeal disorder,1,Region
Anterodorsal nucleus of thalamus,Degenerative disorder,1,Region
Nucleus Accumbens,Shared Paranoid Disorder,1,Region
Dorsal Nucleus Raphe,Neurodevelopmental disorder,1,Region
Interpeduncular nucleus,Disease Progression,1,Region
Corpus striatum structure,Stress Disorders, Traumatic,1,Region
Somatosensory Cortex,Alcohol withdrawal syndrome,1,Region
Substantia nigra structure,Ataxia as late effect of cerebrovascular disease,1,Region
Acoustic nerve,Pelizaeus-Merzbacher Disease,1,Region
Red nucleus structure,Norrie disease,1,Region
Midbrain Raphe Nuclei,Cyclical vomiting syndrome (disorder),1,Region
Structure of habenulopeduncular tract,Hamartoma Syndrome, Multiple,1,Region
CA2 field,Meconium Aspiration Syndrome,1,Region
Temporal lobe gyrus,Alzheimer's Disease,1,Region
Structure of supramammillary nucleus,Disorder nervous system,1,Region
Globus Pallidus,Milroy Disease,1,Region
Solitary tract,Esophageal Diseases,1,Region
Thalamic Nuclei,Developmental delay (disorder),1,Region
Cortex, Primary Motor,DISORDERS OF THE OPTIC NERVE,1,Region
Nucleus of anterior commissure,Neurodegenerative Disorders,1,Region
Structure of entorhinal cortex,Disorders, Mental,1,Region
Structure of ventral posteromedial nucleus of thalamus,Herpes zoster disease,1,Region
Superior temporal gyrus,Lewy Body Disease,1,Region
Structure of nucleus infundibularis hypothalami,Pancreatic Diseases,1,Region
Structure of locus ceruleus,Papillon-Lefevre Disease,1,Region
Rostrotemporal auditory area,Liver diseases,1,Region
Anterodorsal nucleus of thalamus,Alzheimer Disease, Late Onset,1,Region
Structure of angular gyrus,Autonomic nervous system disorders,1,Region
Corpus striatum structure,Degenerative brain disorder,1,Region
CA2 field,Peripheral Arterial Diseases,1,Region
Entire medulla oblongata,Substance Withdrawal Syndrome,1,Region
Globus Pallidus,Obsessive-Compulsive Disorder,1,Region
Left precuneus,Psychotic Disorders,1,Region
Thalamic structure,Mixed anxiety and depressive disorder,1,Region
Corpus striatum structure,Uterine Diseases,1,Region
Midbrain structure,Spastic syndrome,1,Region
Neostriatum,Migraine Disorders,1,Region
Anterodorsal nucleus of thalamus,other psychiatric disorders,1,Region
Cingulate Cortex,Disease Progression,1,Region
Fimbria of hippocampus,Virus Diseases,1,Region
Bundle, Predorsal,Panic Disorder,1,Region
Structure of body of corpus callosum,Autistic Disorder,1,Region
Visual Cortex,Contact lens overwear syndrome (disorder),1,Region
Facial Nucleus,Immunologic Deficiency Syndromes,1,Region
Motor Cortex,Attention deficit hyperactivity disorder,1,Region
Cerebellar vermis structure,Fetal Alcohol Spectrum Disorders,1,Region
Spiral Ligament of Cochlea,Diseases of inner ear,1,Region
Structure of anterior commissure,Disease Progression,1,Region
Paracentral Thalamic Nucleus,Cerebellar Diseases,1,Region
Olivary Nucleus,Depressive disorder,1,Region
Caudate nucleus structure,Antisocial Personality Disorder,1,Region
Brain White Matter,Post-Concussion Syndrome,1,Region
BRAIN, HIPPOCAMPUS,Coronary heart disease,1,Region
Nucleus solitarius,Pervasive Development Disorder,1,Region
Hypothalamic structure,Allergic rhinitis NOS (disorder),1,Region
Habenula,Bipolar Disorder,1,Region
Prosencephalon,Androgen-Insensitivity Syndrome,1,Region
Structure of medial preoptic nucleus,Mucocutaneous Lymph Node Syndrome,1,Region
Left fusiform gyrus,Asperger Syndrome,1,Region
Motor Cortex,Antisocial Personality Disorder,1,Region
Genus Hippocampus,Congenital ocular coloboma (disorder),1,Region
Lateral habenular nucleus,Attention deficit hyperactivity disorder,1,Region
Nucleus Globosus,cortex bone disorders,1,Region
Paracentral sulcus,Down Syndrome,1,Region
Dorsal Septal Nucleus,Premature aging syndrome,1,Region
Parietal Lobe,Hodgkin Disease,1,Region
Temporal Lobe,Chronic disease,1,Region
Medial Septal Nucleus,Fragile X Syndrome,1,Region
Posterolateral auditory cortex,Mucocutaneous Lymph Node Syndrome,1,Region
Internal capsule of brain,Cerebrovascular Disorders,1,Region
Posterior superior ansiform lobule of cerebellum,Peripheral Arterial Diseases,1,Region
Interpeduncular nucleus,Van der Woude syndrome,1,Region
Orbitofrontal cortex,other psychiatric disorders,1,Region
Paranigral nucleus,cortex bone disorders,1,Region
Pituitary Gland,Addison Disease,1,Region
Olfactory tubercle,Li-Fraumeni Syndrome,1,Region
RIght parietal lobe structure,Functional disorder,1,Region
Insula of Reil,Generalized Anxiety Disorder,1,Region
Structure of nucleus prepositus,Disorder nervous system,1,Region
Cerebral white matter structure,CNS disorder,1,Region
Brodmann area 28,Alzheimer's Disease,1,Region
Left precuneus,Autism Spectrum Disorders,1,Region
Cortex, Primary Motor,Drug effect disorder,1,Region
CA3 field,Gardner Syndrome,1,Region
Brain Stem,Shwachman syndrome,1,Region
Structure of extreme capsule,Developmental delay (disorder),1,Region
Entire choroid plexus,Pituitary Diseases,1,Region
Reticular Formation,Pituitary Diseases,1,Region
Structure of paraventricular nucleus of thalamus,Fetal Alcohol Spectrum Disorders,1,Region
Visual Cortex,Hypertrophic disorder of skin, unspecified,1,Region
Entire brainstem,Mild cognitive disorder,1,Region
Rostrotemporal auditory area,neuropathology disease,1,Region
Structure of putamen,Spinal Cord Diseases,1,Region
Structure of commissure of inferior colliculus,Functional disorder,1,Region
Parietal gyrus structure,cortex bone disorders,1,Region
Parietal operculum cortex (PO),Hamartoma Syndrome, Multiple,1,Region
Pontine structure,Pancreatic Diseases,1,Region
Entire superior cerebellar peduncle,Spinal Cord Diseases,1,Region
Pituitary Gland, Anterior,Skin endocrine disorder,1,Region
Lateral Dorsal Nucleus,Burnett Schwartz Berberian syndrome,1,Region
Red nucleus structure,Syndrome, Bloch-Sulzberger,1,Region
Corpus Callosum,Sensitization (disorder),1,Region
Cerebral cortex,Respiratory Distress Syndrome, Adult,1,Region
Genus Hippocampus,Adrenal Cushing's syndrome,1,Region
Cochlear duct,Lung diseases,1,Region
Lateral Septal Nucleus,Parkinson Disease,1,Region
Nucleus Accumbens,Cognition Disorders,1,Region
Nucleus Accumbens,Melkersson-Rosenthal Syndrome,1,Region
Structure of paraventricular nucleus,Motor Neuron Disease,1,Region
Brodmann area 12,Depressive disorder,1,Region
Superior temporal gyrus,Amnestic disorder,1,Region
Neostriatum,Ventricular dilatation (disorder),1,Region
Hypothalamic structure,Chronic metabolic disorder,1,Region
Parabrachial Nucleus,Skin endocrine disorder,1,Region
Cerebellum,Lesch-Nyhan Syndrome,1,Region
Corpus striatum structure,Mitochondrial Diseases,1,Region
Anterodorsal nucleus of thalamus,Cerebral Small Vessel Diseases,1,Region
Neostriatum,Familial Alzheimer Disease (FAD),1,Region
Ventral Striatum,Chronic infectious disease,1,Region
Structure of Reil's limiting sulcus,Skin endocrine disorder,1,Region
Supralemniscal nucleus,Spinal Cord Diseases,1,Region
Gigantocellular nucleus,Disease Progression,1,Region
Hypothalamic structure,Bipolar Disorder,1,Region
Pontine nuclei,Herpes zoster disease,1,Region
Cerebellar cortex structure,Sweet Syndrome,1,Region
Parolfactory area structure (body structure),Autonomic nervous system disorders,1,Region
Amygdaloid structure,Lens Diseases,1,Region
Habenula,DISORDERS OF THE OPTIC NERVE,1,Region
Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe,Pendred's syndrome,1,Region
CA3 field,Anophthalmia Waardenburg syndrome,1,Region
Midbrain structure,motor disorder,1,Region
Structure of inferior longitudinal fasciculus,Machado-Joseph Disease,1,Region
Neostriatum,Compulsive Personality Disorder,1,Region
Edinger Westphal nucleus,Syndrome, Bloch-Sulzberger,1,Region
Basal Nucleus of Meynert,Behcet Syndrome,1,Region
Right temporal lobe structure,Feline urological syndrome,1,Region
Cerebral hemisphere structure (body structure),Barber Say syndrome,1,Region
Premotor cortex,Movement Disorders,1,Region
Corpus striatum structure,Ovarian Diseases,1,Region
Right hippocampus,Functional disorder,1,Region
Nucleus fastigii,Disease of thymus gland,1,Region
Entire medulla oblongata,Stress Disorders, Traumatic,1,Region
Prefrontal Cortex,Chronic Obstructive Airway Disease,1,Region
Median preoptic nucleus,Skin endocrine disorder,1,Region
Dorsal Motor Nucleus,Esophageal Diseases,1,Region
Auditory Hair Cell,Lung diseases,1,Region
Cerebral cortex,Tracheal Diseases,1,Region
Caudate nucleus structure,Bipolar Disorder,1,Region
Pars Compacta,Mucocutaneous Lymph Node Syndrome,1,Region
Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe,Developmental delay (disorder),1,Region
Optic tract structure,Syndrome,1,Region
Vestibular nucleus structure,Sudden infant death syndrome,1,Region
Fimbria of hippocampus,Acute infectious disease,1,Region
CA1 field,Nijmegen Breakage Syndrome,1,Region
Structure of paraventricular nucleus of thalamus,Fetal Alcohol Syndrome,1,Region
Structure of locus ceruleus,Syndrome, Bloch-Sulzberger,1,Region
Pedunculopontine Tegmental Nucleus,Degenerative disorder,1,Region
Nucleus, Anterior Olfactory,Cyclical vomiting syndrome (disorder),1,Region
Thalamic structure,Restless Legs Syndrome,1,Region
Triangular Septal Nucleus,Werner Syndrome,1,Region
Cerebellar folium,Meningeal disorder,1,Region
Structure of precentral sulcus,Idiopathic pneumonia syndrome,1,Region
caudal raphe nuclei,Skin endocrine disorder,1,Region
Striatum of right cerebral hemisphere,Prune Belly Syndrome,1,Region
Entire Brodmann area 19, peristriate,cortex bone disorders,1,Region
Cruciate sulcus of Campbell,Gilles de la Tourette syndrome,1,Region
Medulla Oblongata,Ataxia as late effect of cerebrovascular disease,1,Region
Dorsal Motor Nucleus,Colonic Diseases,1,Region
Entire basal nuclei,Williams Syndrome,1,Region
Cortex of right insula,Bipolar Disorder,1,Region
Thalamic structure,Creutzfeldt-Jakob disease,1,Region
Prosencephalon,Ehlers-Danlos Syndrome,1,Region
Medial Dorsal Nucleus,Huntington Disease,1,Region
Median eminence of hypothalamus,Functional disorder,1,Region
Parafascicular Thalamic Nucleus,Rabies (disorder),1,Region
Striatum of left cerebral hemisphere,Niemann-Pick Disease, Type C,1,Region
Ventral Striatum,Renal glomerular disease,1,Region
Structure of dentate gyrus,Gilles de la Tourette syndrome,1,Region
Anterior insula,Irritable Bowel Syndrome,1,Region
Pars Compacta,Pituitary Diseases,1,Region
Reticular Formation,Temporomandibular Joint Dysfunction Syndrome,1,Region
Neocortex,Werner Syndrome,1,Region
Cerebral hemisphere structure (body structure),Acute cerebrovascular disease,1,Region
Cell of Claudius,Neurotoxicity Syndromes,1,Region
Superior colliculus of corpora quadrigemina,Ocular Motility Disorders,1,Region
Motor Cortex,Coffin-Siris syndrome,1,Region
Respiratory Center,Functional disorder,1,Region
Pontine nuclei,Junctional premature complex (disorder),1,Region
Pontine structure,Testicular Diseases,1,Region
CA1 field,Carpal Tunnel Syndrome,1,Region
External capsule,Lung diseases,1,Region
Brodmann area,Functional disorder,1,Region
Central Dorsal Nucleus,CNS disorder,1,Region
Nucleus of midbrain tegmentum,Renal glomerular disease,1,Region
Dorsal Motor Nucleus,Van der Woude syndrome,1,Region
Medial geniculate body,Functional disorder,1,Region
Globus Pallidus,Rabies (disorder),1,Region
Retinohypothalamic tract,Disorder of pineal gland,1,Region
Hypothalamus, Anterior,Depressive disorder,1,Region
Rostrotemporal auditory area,Neurotoxicity Syndromes,1,Region
Structure of subiculum hippocampi,Chronic Fatigue Syndrome,1,Region
Corpus striatum structure,Shared Paranoid Disorder,1,Region
Red nucleus structure,Neurodegenerative Disorders,1,Region
Ependyma,Liver diseases,1,Region
Genus Hippocampus,Creutzfeldt-Jakob Disease, Sporadic,1,Region
Cochlear Nerve,Pelizaeus-Merzbacher Disease,1,Region
Medial Dorsal Nucleus,Sudden infant death syndrome,1,Region
Pregeniculate nucleus,Virus Diseases,1,Region
Orbitofrontal cortex,Sequela of disorder,1,Region
Dorsal Nucleus Raphe,Chronic Fatigue Syndrome,1,Region
Presubiculum,Lewy Body Disease,1,Region
Gyrus Cinguli,Cholestasis-edema syndrome, Norwegian type,1,Region
Cortex, Primary Motor,Pendred's syndrome,1,Region
Basal Nucleus of Meynert,Cockayne Syndrome,1,Region
Cerebrum,Multisystem disorder,1,Region
Medial Dorsal Nucleus,Shy-Drager Syndrome,1,Region
Entire trapezoid body,Depressive disorder,1,Region
Bundle, Predorsal,Saethre-Chotzen Syndrome,1,Region
Perforant Pathway,Parkinson Disease,1,Region
Substantia nigra structure,Creutzfeldt-Jakob disease,1,Region
Pituitary Gland, Posterior,cortex bone disorders,1,Region
Structure of trigeminal nerve spinal tract nucleus,Meningeal disorder,1,Region
External capsule,Meningeal disorder,1,Region
Parietal Lobe,Down Syndrome,1,Region
Rostrotemporal auditory area,Stress Disorders, Traumatic,1,Region
Basal Forebrain,Movement Disorders,1,Region
Lateral Septal Nucleus,Werner Syndrome,1,Region
Prefrontal Cortex,Prune Belly Syndrome,1,Region
Pituitary Gland,Colonic Diseases,1,Region
Cerebellum,Chromosome 11p11.2 Deletion Syndrome,1,Region
Cerebral cortex,Autonomic nervous system disorders,1,Region
Motor Cortex,neuropathology disease,1,Region
Structure of ansa lenticularis,DISORDERS OF THE OPTIC NERVE,1,Region
Brain Stem,Stress Disorders, Traumatic,1,Region
Cerebellum,Pelizaeus-Merzbacher Disease,1,Region
Right precuneus,Depressive disorder,1,Region
Nucleus Raphe Magnus,cortex bone disorders,1,Region
Occipital lobe,Wernicke-Korsakoff Syndrome,1,Region
intercalated amygdalar nuclei,Dystonia Disorders,1,Region
Substantia nigra structure,Obsessive-Compulsive Disorder,1,Region
Entire medulla oblongata,Irritable Bowel Syndrome,1,Region
sensory cortex,Disease Progression,1,Region
Prefrontal Cortex,Eating Disorders,1,Region
Internal capsule of brain,Communicable Diseases,1,Region
Lateral Dorsal Nucleus,Lung diseases,1,Region
Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe,Conjunctival Diseases,1,Region
Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe,Accommodation phosphene (disorder),1,Region
Brain Stem,Polycystic Ovary Syndrome,1,Region
Inferior olivary nucleus,Creutzfeldt-Jakob Disease, Sporadic,1,Region
Perforant Pathway,Hamartoma Syndrome, Multiple,1,Region
Parafascicular Thalamic Nucleus,Brain Diseases,1,Region
Nucleus of anterior commissure,Shy-Drager Syndrome,1,Region
Temporal Lobe,Pituitary Diseases,1,Region
Surface of brain,Disease Progression,1,Region
Parietal Lobe,Inflammatory Bowel Diseases,1,Region
CA2 field,Muckle-Wells Syndrome,1,Region
Basal Forebrain,Disorders, Mental,1,Region
Corpus striatum structure,Feline urological syndrome,1,Region
Basal Forebrain,Skin endocrine disorder,1,Region
Olfactory tract,Pervasive Development Disorder,1,Region
Prefrontal Cortex,Skin endocrine disorder,1,Region
Brodmann area 8,cortex bone disorders,1,Region
Structure of supramammillary nucleus,Disorders, Mental,1,Region
Basal Ganglia,Williams Syndrome,1,Region
Internal genu of facial nerve,Parkinson Disease,1,Region
Lateral Dorsal Nucleus,Norrie disease,1,Region
Medulla Oblongata,Opitz-Frias syndrome,1,Region
Entire centromedian nucleus of thalamus,Down Syndrome,1,Region
Pontine nuclei,Liver diseases,1,Region
Auditory area,Sensorineural hearing loss (disorder),1,Region
Structure of posterior hypothalamic nucleus,Renal glomerular disease,1,Region
Cerebral cortex,Binge eating disorder,1,Region
Anteroventral Thalamic Nucleus,Disorder of pineal gland,1,Region
Internal capsule of brain,Urologic Diseases,1,Region
CA2 field,Duane Retraction Syndrome,1,Region
Inferior olivary nucleus,Shwachman syndrome,1,Region
Medulla Oblongata,Burnett Schwartz Berberian syndrome,1,Region
Corpus striatum structure,Ventricular dilatation (disorder),1,Region
Structure of paraventricular nucleus of thalamus,Retinal Diseases,1,Region
Medial Dorsal Nucleus,Parkinsonian Disorders,1,Region
Cerebellum,Non-Neoplastic Disorder,1,Region
Structure of dorsal accessory olivary nucleus,cortex bone disorders,1,Region
Posterior cerebral commissure,Virus Diseases,1,Region
BRAIN, HIPPOCAMPUS,Anophthalmia Waardenburg syndrome,1,Region
Tectospinal tract of medulla,Leigh Disease,1,Region
Area striata structure,Meconium Aspiration Syndrome,1,Region
Planum temporale (PT),Accommodation phosphene (disorder),1,Region
Structure of paraventricular nucleus of thalamus,Sweet Syndrome,1,Region
Brodmann area,Paramyotonia congenita (disorder),1,Region
Nucleus Accumbens,Renal tubular disorder,1,Region
Basal Forebrain,Shy-Drager Syndrome,1,Region
Stria medullaris,Retinal Diseases,1,Region
Gyrus Cinguli,Alzheimer's Disease,1,Region
Triangular Septal Nucleus,Sweet Syndrome,1,Region
Medial longitudinal fasciculus,cortex bone disorders,1,Region
Left superior frontal gyrus,Functional disorder,1,Region
Brain Stem,Saethre-Chotzen Syndrome,1,Region
Olfactory tubercle,Bloom Syndrome,1,Region
Planum temporale (PT),Stereotypic Movement Disorder,1,Region
Prosencephalon,Wernicke-Korsakoff Syndrome,1,Region
Pineal gland,Depressive disorder,1,Region
Auditory Hair Cell,Usher syndrome type 2,1,Region
Genus Hippocampus,Aarskog syndrome,1,Region
Longitudinal pontine fibers,Recurrent disease,1,Region
Structure of ventromedial hypothalamic nucleus,Gilles de la Tourette syndrome,1,Region
Basal Ganglia,Ataxia Telangiectasia Like Disorder,1,Region
CA1 field,Stress Disorders, Traumatic, Acute,1,Region
Thalamic structure,Sleep Disorders,1,Region
Metencephalon,CNS disorder,1,Region
Cerebellar white matter,Acute infectious disease,1,Region
Anterodorsal nucleus of thalamus,Anxiety Disorders,1,Region
Anteroventral Thalamic Nucleus,Prune Belly Syndrome,1,Region
Insula of Reil,Compulsive Personality Disorder,1,Region
Cerebral Peduncle,Disorders, Mental,1,Region
Structure of occipital pole,cortex bone disorders,1,Region
Purkinje Cells,Kallmann Syndrome,1,Region
intercalated amygdalar nuclei,Parkinsonian Disorders,1,Region
Structure of cingulum,Anxiety Disorders,1,Region
Anterodorsal nucleus of thalamus,Opsoclonus-Myoclonus Syndrome,1,Region
Cerebral hemisphere structure (body structure),Niemann-Pick Disease, Type C,1,Region
Anterodorsal nucleus of thalamus,Fragile X Syndrome,1,Region
Purkinje Cells,Niemann-Pick Diseases,1,Region
Nucleus fastigii,Hypertensive disease,1,Region
Cerebral hemisphere structure (body structure),Bernard-Soulier Syndrome,1,Region
Cochlear duct,Alzheimer's Disease,1,Region
Cerebral hemisphere structure (body structure),Toxic liver disease,1,Region
Structure of subthalamic nucleus,Disorder nervous system,1,Region
Caudate nucleus structure,Major Depressive Disorder,1,Region
Olfactory Nerve,Nail-Patella Syndrome,1,Region
Brain Stem,Camurati-Engelmann Syndrome,1,Region
Structure of suprachiasmatic nucleus,Hypertensive disease,1,Region
Trigeminal nerve motor nucleus,Neuromuscular Diseases,1,Region
Metencephalon,Hyperhidrosis (disorder),1,Region
Cerebrum,Renal tubular disorder,1,Region
Entire nucleus of lateral nuclear group of thalamus,Retinal Diseases,1,Region
Right superior temporal sulcus,Pervasive Development Disorder,1,Region
Lingual gyrus,Hypertensive disease,1,Region
Medial Septal Nucleus,Tic disorder,1,Region
Right inferior temporal gyrus,Disease Progression,1,Region
Left optic radiation,Melkersson-Rosenthal Syndrome,1,Region
Somatosensory Cortex,Nose Diseases,1,Region
CA3 field,Nijmegen Breakage Syndrome,1,Region
Dorsal Septal Nucleus,Shwachman syndrome,1,Region
Nucleus solitarius,Alcohol use disorder,1,Region
Lateral geniculate complex,Lens Diseases,1,Region
Pallidus Nucleus, Raphe,Opitz-Frias syndrome,1,Region
Lateral Septal Nucleus,Miosis (disorder),1,Region
Paracentral Thalamic Nucleus,Tic disorder,1,Region
Left superior frontal gyrus,Autistic Disorder,1,Region
Metencephalon,Neurodevelopmental disorder,1,Region
Hindbrain,Mirror movements (disorder),1,Region
Lobe, Frontal,Brain Diseases,1,Region
Structure of optic radiation,Congenital secretory diarrhea, sodium type (disorder),1,Region
CA2 field,McCune-Albright Syndrome,1,Region
Structure of ansa lenticularis,Chronic Kidney Diseases,1,Region
Longitudinal pontine fibers,Amnestic disorder,1,Region
Structure of purkinje cell layer of cerebellar cortex,Sudden infant death syndrome,1,Region
Auditory area,Russell-Silver syndrome,1,Region
Structure of diencephalon,Autism Spectrum Disorders,1,Region
Genus Hippocampus,Pigment dispersion syndrome (disorder),1,Region
Hypothalamic structure,Werner Syndrome,1,Region
Lobe, Frontal,Nose Diseases,1,Region
Brodmann area 45,Schizotypal Personality Disorder,1,Region
Neostriatum,Major Depressive Disorder,1,Region
Entire medulla oblongata,Finnish congenital nephrotic syndrome,1,Region
Structure of thalamic reticular nucleus,Pituitary Diseases,1,Region
Cerebri, Crus,Alzheimer's Disease,1,Region
Median preoptic nucleus,Communicable Diseases,1,Region
Left mammillary body,Bipolar Disorder,1,Region
Nucleus fastigii,Lung diseases,1,Region
Structure of fasciculus gracilis,Liver diseases,1,Region
Motor Cortex,Gilles de la Tourette syndrome,1,Region
Claustral structure,Brain Diseases,1,Region
Structure of terminal stria nuclei of preoptic region,Alcohol withdrawal syndrome,1,Region
Lobe, Frontal,Creutzfeldt-Jakob disease,1,Region
Tectopontine fibers,Parkinson Disease,1,Region
Structure of thalamic fasciculus,Chronic myeloproliferative disorder,1,Region
Cerebral Peduncle,Liver diseases,1,Region
Central gray substance of midbrain,Pain Disorder,1,Region
Parabrachial Nucleus,Sleep Apnea Syndromes,1,Region
Pretectal nucleus,Retinal Diseases,1,Region
Structure of olfactory bulb,Ovarian Diseases,1,Region
Temporal occipital fusiform cortex (TOF),Hamartoma Syndrome, Multiple,1,Region
Cerebral cortex,Metabolic Diseases,1,Region
Structure of thalamic reticular nucleus,Functional disorder,1,Region
External nucleus of inferior colliculus,Papillon-Lefevre Disease,1,Region
Structure of nucleus gracilis,Nose Diseases,1,Region
Cochlear outer hair cell,Sensorineural hearing loss (disorder),1,Region
Visual Cortex,Brain Diseases,1,Region
Cerebellum,Endocrine System Diseases,1,Region
Mossy Fibers, Hippocampal,Norrie disease,1,Region
Cerebral cortex,Toxic liver disease,1,Region
Brain White Matter,Substance Use Disorders,1,Region
Parietal Lobe,Machado-Joseph Disease,1,Region
Entire thalamus,Spinal Cord Diseases,1,Region
Brain Stem,Millard-Gubler syndrome,1,Region
Pituitary Gland, Posterior,Van der Woude syndrome,1,Region
Lateral Dorsal Nucleus,Retinal Diseases,1,Region
Left putamen,Leigh Disease,1,Region
basolateral nucleus of the amygdala,Liver diseases,1,Region
Parahippocampal Gyrus,Kluver-Bucy Syndrome,1,Region
Internal arcuate tract,Dystonia Disorders,1,Region
Visual Cortex,Attention deficit hyperactivity disorder,1,Region
sensory cortex,Autistic Disorder,1,Region
Temporal Lobe,Creutzfeldt-Jakob disease,1,Region
Cortex, Primary Motor,Congenital secretory diarrhea, sodium type (disorder),1,Region
Pituitary Gland,Hodgkin Disease,1,Region
Left mammillary body,Major Depressive Disorder,1,Region
Basal Ganglia,Motor Neuron Disease, Upper,1,Region
Motor Cortex,Phantom limb syndrome,1,Region
Structure of temporal pole,cortex bone disorders,1,Region
Structure of angular gyrus,Retinal Diseases,1,Region
Central gray substance of midbrain,Chronic myeloproliferative disorder,1,Region
Area striata structure,Fragile X Syndrome,1,Region
Pituitary Gland,Disease Progression,1,Region
Pyramidal Tracts,Major Depressive Disorder,1,Region
Pontine structure,Lung diseases,1,Region
Reticular Formation,Herpes zoster disease,1,Region
Structure of limitans nucleus,Nail-Patella Syndrome,1,Region
Structure of paraventricular nucleus of thalamus,Pituitary Diseases,1,Region
Medulla Oblongata,Disorder of pineal gland,1,Region
Mammillary body structure,neuropathology disease,1,Region
Hypothalamic Area, Lateral,Melkersson-Rosenthal Syndrome,1,Region
Inferior parietal lobule,Alzheimer's Disease,1,Region
Lobe, Frontal,Amnestic disorder,1,Region
BRAIN, HIPPOCAMPUS,Blood Coagulation Disorders,1,Region
Internal arcuate tract,Metabolic Diseases,1,Region
Structure of rhomboidal nucleus of thalamus,Alzheimer's Disease,1,Region
Entire medulla oblongata,Prune Belly Syndrome,1,Region
Tectospinal tract of medulla,Disease Progression,1,Region
Basis pontis,Demyelinating Diseases,1,Region
Structure of diencephalon,Melkersson-Rosenthal Syndrome,1,Region
Telencephalon,Drug withdrawal syndrome,1,Region
Pyramidal Cells,Spastic syndrome,1,Region
Planum polare (PP),Cognition Disorders,1,Region
Periventricular white matter,Communicable Diseases,1,Region
Tegmentum Mesencephali,Psychotic Disorders,1,Region
Brain White Matter,Neurodevelopmental disorder,1,Region
Neostriatum,Herpes zoster disease,1,Region
Structure of rubrospinal tract,Fragile X Syndrome,1,Region
Area 32 of Brodmann,Li-Fraumeni Syndrome,1,Region
Anterodorsal nucleus of thalamus,Vascular Diseases,1,Region
Internal capsule of brain,Eosinophilic disorder,1,Region
Bundle, Predorsal,Syndrome, Bloch-Sulzberger,1,Region
Structure of fissure of Sylvius,Capillary Leak Syndrome,1,Region
Purkinje Cells,Disease of thymus gland,1,Region
Lateral posterior nucleus of thalamus,Kallmann Syndrome,1,Region
Purkinje Cells,Metabolic Diseases,1,Region
Structure of central sulcus,Rabies (disorder),1,Region
Structure of locus ceruleus,Opiate Withdrawal Syndrome,1,Region
Medulla Oblongata,Sleep Apnea Syndromes,1,Region
Thalamic structure,motor disorder,1,Region
Cerebral hemisphere structure (body structure),Nicolaides Baraitser syndrome,1,Region
Gyrus Cinguli,Genetic syndrome,1,Region
Cortex, Primary Motor,Stiff-Person Syndrome,1,Region
Prosencephalon,Idiopathic pneumonia syndrome,1,Region
Claustral structure,Bipolar Disorder,1,Region
sensory cortex,Hamartoma Syndrome, Multiple,1,Region
Primary Auditory Cortex,Sensorineural hearing loss (disorder),1,Region
Structure of middle temporal gyrus,Psychotic Disorders,1,Region
Cerebellum,Fechtner syndrome (disorder),1,Region
Right premotor cortex,Disease Progression,1,Region
